FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,STATE,COUNTY,NAME_E,TOT_POP,COLL_AGE,YNG_PROF,SENIOR,MED_AGE,R_WHITE,NON_WH,R_BLACK,R_NAT_A,R_ASIAN,R_PACIF,R_OTHER,R_2,R_2INCO,R_2_EXCO,TOT_WKRS,T0_9,T10_14,T15_19,T20_24,T25_29,T30_34,T35_44,T45_59,T60,DR_ALONE,CARPOOL,TRANSIT,TR0_9,TR10_14,TR15_19,TR20_24,TR25_29,TR30_34,TR35_44,TR45_59,TR60,WALK,TOT_HSHD,MED_INC,TPOP18,TOT_DIS,OC_UNITS,ZERO_VEH,Lat,Long,TOWN,Neighborhood,Place_Label,Town
1042,25,21,441204,1,2.50214E+11,Block Group 1,G5030,S,7680156,315459,42.0838667,-71.336424,G25002104412041,13078.33177,7995620.644,G25002104412041,Massachusetts,Norfolk County,"Block Group 1, Census Tract 4412.04, Norfolk County, Massachusetts",1918,132,241,147,45.8,1887,53,0,0,9,0,0,22,10,12,1029,104,115,155,111,22,182,87,95,158,884,79,57,0,0,0,0,0,0,0,13,44,9,630,101316,1512,229,630,17,42.0814408,42.0814408,WRENTHAM,,Wrentham,Wrentham
1043,25,21,413300,2,2.50214E+11,Block Group 2,G5030,S,1263881,0,42.1932384,-71.216763,G25002104133002,5976.721208,1263878.532,G25002104133002,Massachusetts,Norfolk County,"Block Group 2, Census Tract 4133, Norfolk County, Massachusetts",899,20,109,272,53.9,864,35,35,0,0,0,0,0,0,0,383,42,45,17,43,8,41,45,54,88,311,27,45,0,0,0,0,0,11,0,9,25,0,372,105278,697,119,372,9,42.19323844,42.19323844,NORWOOD,,Norwood,Norwood
1044,25,21,413100,3,2.50214E+11,Block Group 3,G5030,S,1339864,34877,42.1714443,-71.1788911,G25002104131003,6685.388994,1374740.894,G25002104131003,Massachusetts,Norfolk County,"Block Group 3, Census Tract 4131, Norfolk County, Massachusetts",1324,87,215,313,46.9,1085,254,0,0,190,0,34,15,0,15,703,61,114,119,67,27,113,57,128,17,596,55,26,0,0,0,0,0,26,0,0,0,26,434,102955,1097,159,434,14,42.17194146,42.17194146,NORWOOD,,Norwood,Norwood
1045,25,21,417100,4,2.50214E+11,Block Group 4,G5030,S,563475,0,42.2571046,-71.0253332,G25002104171004,4342.026045,563476.9845,G25002104171004,Massachusetts,Norfolk County,"Block Group 4, Census Tract 4171, Norfolk County, Massachusetts",1180,24,424,62,32.4,902,278,28,0,237,0,13,0,0,0,707,31,76,64,80,96,78,44,99,139,456,12,221,0,0,0,0,4,34,0,82,101,18,467,85542,986,109,467,47,42.25710457,42.25710457,QUINCY,,Quincy,Quincy
1046,25,17,322200,1,2.50173E+11,Block Group 1,G5030,S,2441305,30686,42.3846927,-71.5568829,G25001703222001,6918.729769,2471987.896,G25001703222001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3222, Middlesex County, Massachusetts",1690,61,300,522,47,1434,446,21,6,39,0,0,190,61,129,680,45,113,185,84,29,20,33,32,139,596,53,11,0,0,0,0,0,0,0,0,11,8,714,45395,1415,270,714,10,42.38175778,42.38175778,HUDSON,,Hudson,Hudson
1047,25,17,310400,1,2.50173E+11,Block Group 1,G5030,S,148007,17277,42.6509827,-71.3051712,G25001703104001,1758.711978,165283.3621,G25001703104001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3104, Middlesex County, Massachusetts",1462,174,472,58,29.3,880,582,55,0,292,0,235,0,0,0,627,41,25,246,66,14,76,33,82,44,505,73,24,0,0,0,0,0,0,0,24,0,16,512,39107,1247,204,512,90,42.65102586,42.65102586,LOWELL,,Lowell,Lowell
1048,25,17,312501,1,2.50173E+11,Block Group 1,G5030,S,948092,197354,42.6493474,-71.2803415,G25001703125011,6550.550094,1145445.83,G25001703125011,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3125.01, Middlesex County, Massachusetts",2176,60,303,273,40.6,1865,366,102,0,56,0,98,55,0,55,1145,200,247,222,37,43,160,30,106,100,1060,47,38,0,0,0,0,0,0,0,0,38,0,856,80000,1664,266,856,47,42.64910474,42.64910474,LOWELL,,Lowell,Lowell
1049,25,17,310200,3,2.50173E+11,Block Group 3,G5030,S,434950,129525,42.6479157,-71.2950955,G25001703102003,5553.24205,564472.6574,G25001703102003,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3102, Middlesex County, Massachusetts",2040,24,572,208,27.7,1075,1251,109,0,0,0,570,286,0,286,1028,66,225,251,201,109,79,88,9,0,826,55,41,9,0,0,32,0,0,0,0,0,97,579,54271,1363,330,579,82,42.64837119,42.64837119,LOWELL,,Lowell,Lowell
1050,25,17,366202,3,2.50174E+11,Block Group 3,G5030,S,1921786,7956,42.3626212,-71.3444943,G25001703662023,6853.844268,1929739.34,G25001703662023,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3662.02, Middlesex County, Massachusetts",1058,40,32,210,48.4,911,161,3,0,127,0,3,14,0,14,488,24,29,22,215,56,2,51,18,71,413,15,23,0,0,0,0,0,0,0,0,23,10,390,134107,772,31,390,0,42.36234213,42.36234213,WAYLAND,,Wayland,Wayland
1051,25,17,311400,1,2.50173E+11,Block Group 1,G5030,S,441879,216320,42.6378116,-71.3462918,G25001703114001,6289.847898,658199.6588,G25001703114001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3114, Middlesex County, Massachusetts",732,36,128,142,47.3,620,112,22,0,40,0,50,0,0,0,481,60,40,176,62,22,70,10,40,1,427,26,0,0,0,0,0,0,0,0,0,0,28,307,71587,640,83,307,27,42.63609236,42.63609236,LOWELL,,Lowell,Lowell
1052,25,17,360200,1,2.50174E+11,Block Group 1,G5030,S,6452790,35450,42.4438305,-71.2844189,G25001703602001,14086.76795,6488239.123,G25001703602001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3602, Middlesex County, Massachusetts",1088,13,58,226,50.8,856,279,52,0,133,0,0,47,0,47,495,54,70,56,58,32,94,35,47,49,419,0,51,0,0,0,0,0,0,17,34,0,12,410,150536,793,98,410,0,42.44704724,42.44704724,LINCOLN,,Lincoln,Lincoln
1053,25,17,360100,1,2.50174E+11,Block Group 1,G5030,S,2052913,0,42.4565098,-71.2825999,G25001703601001,7876.554495,2052912.886,G25001703601001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3601, Middlesex County, Massachusetts",1814,45,419,0,18,1527,401,95,0,20,0,58,114,0,114,660,253,90,83,17,23,86,39,31,38,531,35,15,0,0,0,0,0,0,0,10,5,51,499,79063,536,4,499,6,42.45650991,42.45650991,LINCOLN,,Lincoln,Lincoln
1054,25,17,370201,1,2.50174E+11,Block Group 1,G5030,S,630487,0,42.3752462,-71.1703914,G25001703702011,3399.034201,630485.7425,G25001703702011,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3702.01, Middlesex County, Massachusetts",983,18,279,227,48.7,851,164,69,0,31,0,0,32,0,32,716,62,106,46,104,18,169,46,104,61,415,41,196,0,0,0,27,11,32,8,95,23,10,482,120761,908,49,482,40,42.37524624,42.37524624,WATERTOWN,,Watertown,Watertown
1055,25,17,384001,1,2.50174E+11,Block Group 1,G5030,S,3119550,921968,42.3022275,-71.4582565,G25001703840011,9889.833897,4041513.055,G25001703840011,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3840.01, Middlesex County, Massachusetts",1521,95,252,157,37.4,1230,392,32,0,121,0,37,101,0,101,875,77,118,87,186,31,73,113,120,70,772,82,15,0,0,0,0,0,0,0,0,15,6,568,110152,1199,27,568,6,42.30095872,42.30095872,FRAMINGHAM,,Framingham,Framingham
1056,25,17,350104,3,2.50174E+11,Block Group 3,G5030,S,299189,1616,42.3904545,-71.0846573,G25001703501043,3233.085841,300802.2956,G25001703501043,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3501.04, Middlesex County, Massachusetts",1409,15,421,120,39.3,989,543,243,0,11,0,43,123,123,0,736,57,78,184,147,35,51,70,114,0,364,101,173,0,0,0,16,16,51,64,26,0,80,502,80943,1183,189,502,60,42.39009222,42.39009222,SOMERVILLE,East Somerville,East Somerville,Somerville
1057,25,21,417300,2,2.50214E+11,Block Group 2,G5030,S,508031,1987553,42.302141,-71.0286811,G25002104173002,9480.656936,508033.951,G25002104173002,Massachusetts,Norfolk County,"Block Group 2, Census Tract 4173, Norfolk County, Massachusetts",899,66,101,315,52.9,688,211,148,5,58,0,0,0,0,0,427,48,63,61,30,0,94,41,70,20,359,9,34,0,0,0,0,0,17,0,17,0,11,532,110000,815,48,532,6,42.29817036,42.29817036,QUINCY,,Quincy,Quincy
1058,25,21,418003,1,2.50214E+11,Block Group 1,G5030,S,1705604,2934,42.235024,-71.0200129,G25002104180031,6266.611554,1708539.361,G25002104180031,Massachusetts,Norfolk County,"Block Group 1, Census Tract 4180.03, Norfolk County, Massachusetts",2729,88,932,243,35.5,1730,1028,116,0,839,0,15,29,0,29,1546,41,233,191,144,9,183,236,238,271,1009,206,321,0,0,0,9,0,40,59,73,140,10,1196,80100,2387,99,1196,125,42.23338804,42.23338804,QUINCY,,Quincy,Quincy
1059,25,21,422200,5,2.50214E+11,Block Group 5,G5030,S,469477,0,42.1682186,-70.9516554,G25002104222005,3618.326088,469477.4589,G25002104222005,Massachusetts,Norfolk County,"Block Group 5, Census Tract 4222, Norfolk County, Massachusetts",1824,0,394,234,40.1,1489,335,49,13,105,0,168,0,0,0,1179,305,97,75,69,17,181,64,203,168,868,127,119,0,0,0,0,0,0,14,23,82,65,1098,61824,1562,166,1098,88,42.16821861,42.16821861,WEYMOUTH,,Weymouth,Weymouth
1060,25,21,422200,6,2.50214E+11,Block Group 6,G5030,S,896581,0,42.173428,-70.9488094,G25002104222006,5836.935904,896578.9823,G25002104222006,Massachusetts,Norfolk County,"Block Group 6, Census Tract 4222, Norfolk County, Massachusetts",1354,40,62,303,40.1,1332,22,22,0,0,0,0,0,0,0,700,44,114,76,145,39,113,18,23,128,623,15,47,12,0,0,0,0,0,0,0,35,15,570,59167,1012,119,570,0,42.17342812,42.17342812,WEYMOUTH,,Weymouth,Weymouth
1061,25,21,419800,2,2.50214E+11,Block Group 2,G5030,S,1211834,26680,42.2047619,-71.0009326,G25002104198002,6369.044879,1238511.495,G25002104198002,Massachusetts,Norfolk County,"Block Group 2, Census Tract 4198, Norfolk County, Massachusetts",1299,51,439,209,33.8,1230,72,10,0,36,0,20,3,0,3,729,91,152,124,58,9,72,16,68,139,544,45,91,0,9,0,0,0,0,0,28,54,14,495,67188,959,99,495,67,42.20640145,42.20640145,BRAINTREE,,Braintree,Braintree
1062,25,21,419600,4,2.50214E+11,Block Group 4,G5030,S,1871132,1902,42.1783726,-71.0034298,G25002104196004,5989.514529,1873034.495,G25002104196004,Massachusetts,Norfolk County,"Block Group 4, Census Tract 4196, Norfolk County, Massachusetts",2099,52,178,238,38.1,1961,138,0,0,102,0,36,0,0,0,1127,161,87,108,136,59,105,148,144,179,935,62,112,0,0,0,0,0,0,0,57,55,0,585,117292,1361,107,585,10,42.17801169,42.17801169,BRAINTREE,,Braintree,Braintree
1063,25,17,310700,2,2.50173E+11,Block Group 2,G5030,S,337863,170751,42.642486,-71.336295,G25001703107002,4005.096725,508614.525,G25001703107002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3107, Middlesex County, Massachusetts",1636,455,378,16,20.6,783,914,72,33,570,0,117,61,0,61,579,157,117,47,27,25,91,30,49,36,301,79,43,0,6,0,0,12,25,0,0,0,150,368,44219,699,46,368,69,42.64286375,42.64286375,LOWELL,,Lowell,Lowell
1064,25,17,317302,3,2.50173E+11,Block Group 3,G5030,S,1075581,296432,42.643819,-71.3852018,G25001703173023,6287.152366,1372008.064,G25001703173023,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3173.02, Middlesex County, Massachusetts",1333,54,377,192,42.1,1309,48,0,0,0,0,0,24,0,24,902,42,62,92,179,71,161,114,122,59,798,91,13,0,0,0,0,0,0,0,0,13,0,632,84375,1166,89,632,0,42.6442945,42.6442945,CHELMSFORD,,Chelmsford,Chelmsford
1065,25,17,317301,2,2.50173E+11,Block Group 2,G5030,S,478668,79261,42.6342321,-71.3736604,G25001703173012,3488.829979,557926.5172,G25001703173012,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3173.01, Middlesex County, Massachusetts",504,17,106,90,38.6,481,27,3,0,1,0,15,4,4,0,273,0,106,0,8,43,46,37,18,15,249,0,0,0,0,0,0,0,0,0,0,0,24,229,52455,396,17,229,0,42.63544595,42.63544595,CHELMSFORD,,Chelmsford,Chelmsford
1066,25,17,317302,1,2.50173E+11,Block Group 1,G5030,S,1878574,337057,42.630461,-71.3923881,G25001703173021,6868.859026,2215627.279,G25001703173021,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3173.02, Middlesex County, Massachusetts",1715,44,188,172,40.5,1489,226,37,0,189,0,0,0,0,0,874,32,78,113,132,34,122,72,150,141,821,26,27,0,0,0,0,0,0,0,0,27,0,689,95710,1203,116,689,57,42.63059196,42.63059196,CHELMSFORD,,Chelmsford,Chelmsford
1067,25,17,317301,1,2.50173E+11,Block Group 1,G5030,S,3546522,46582,42.6264124,-71.3737403,G25001703173011,9815.523787,3593106.2,G25001703173011,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3173.01, Middlesex County, Massachusetts",2319,41,374,595,45.6,1893,426,7,0,323,0,96,0,0,0,831,40,168,91,143,15,182,66,20,106,765,41,25,0,0,0,0,0,0,0,0,25,0,974,78810,1818,321,974,108,42.62606133,42.62606133,CHELMSFORD,,Chelmsford,Chelmsford
1068,25,17,312200,4,2.50173E+11,Block Group 4,G5030,S,1015672,18354,42.6185946,-71.3155709,G25001703122004,4874.805343,1034025.982,G25001703122004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3122, Middlesex County, Massachusetts",885,0,225,92,34.7,610,356,189,0,0,5,0,81,70,11,517,40,39,125,141,13,14,12,94,39,462,0,29,0,0,0,0,0,0,0,0,29,0,322,74688,656,90,322,6,42.61977235,42.61977235,LOWELL,,Lowell,Lowell
1069,25,17,361300,4,2.50174E+11,Block Group 4,G5030,S,8959128,218132,42.4825515,-71.3806256,G25001703613004,15980.57103,9177258.506,G25001703613004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3613, Middlesex County, Massachusetts",1722,14,171,168,46.8,1544,196,75,0,23,0,62,18,0,18,713,56,55,40,35,30,106,185,77,129,562,0,151,0,0,0,0,0,0,0,50,101,0,525,232250,1085,56,525,18,42.48266085,42.48266085,CONCORD,,Concord,Concord
1070,25,17,363103,2,2.50174E+11,Block Group 2,G5030,S,2392866,7909,42.4904176,-71.4369818,G25001703631032,9375.936905,2400773.961,G25001703631032,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3631.03, Middlesex County, Massachusetts",1329,57,87,117,37.4,1124,221,0,0,189,0,0,16,0,16,577,110,20,26,33,0,63,35,96,194,422,23,68,0,0,0,0,0,0,0,0,68,30,407,135313,877,18,407,0,42.49014519,42.49014519,ACTON,,Acton,Acton
1071,25,17,373400,1,2.50174E+11,Block Group 1,G5030,S,728133,3225,42.346955,-71.1989003,G25001703734001,4400.763154,731355.9621,G25001703734001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3734, Middlesex County, Massachusetts",2289,47,322,327,39.5,1789,686,11,8,289,0,6,186,0,186,1060,53,94,113,73,140,236,116,154,81,812,57,135,0,0,0,0,0,44,10,72,9,42,885,84896,1635,125,885,26,42.34798317,42.34798317,NEWTON,,Newton,Newton
1072,25,17,385100,3,2.50174E+11,Block Group 3,G5030,S,2001324,79245,42.2658849,-71.4753665,G25001703851003,9559.011551,2080568.916,G25001703851003,Massachusetts,Middlesex County,"Block Group 3, Census Tract 3851, Middlesex County, Massachusetts",1306,26,166,364,55.5,1252,54,0,0,0,0,54,0,0,0,592,32,41,30,127,26,72,81,129,54,548,27,0,0,0,0,0,0,0,0,0,0,17,647,51875,1028,343,647,35,42.26579871,42.26579871,ASHLAND,,Ashland,Ashland
1073,25,21,456401,2,2.50215E+11,Block Group 2,G5030,S,2377652,130873,42.1275758,-71.1395372,G25002104564012,8412.682562,2508524.651,G25002104564012,Massachusetts,Norfolk County,"Block Group 2, Census Tract 4564.01, Norfolk County, Massachusetts",1820,50,200,219,39.2,1478,362,235,0,47,0,40,20,0,20,839,150,48,119,87,40,57,47,87,204,678,93,33,0,0,0,0,0,0,0,9,24,24,630,92647,1275,165,630,35,42.12821542,42.12821542,STOUGHTON,,Stoughton,Stoughton
1074,25,21,422200,4,2.50214E+11,Block Group 4,G5030,S,720671,0,42.1747205,-70.9416489,G25002104222004,3728.224102,720671.702,G25002104222004,Massachusetts,Norfolk County,"Block Group 4, Census Tract 4222, Norfolk County, Massachusetts",967,0,46,355,56.8,967,0,0,0,0,0,0,0,0,0,429,47,36,110,48,22,32,16,57,61,275,81,54,0,0,0,0,0,0,16,0,38,19,392,65469,867,246,392,78,42.17472047,42.17472047,WEYMOUTH,,Weymouth,Weymouth
1075,25,21,422301,2,2.50214E+11,Block Group 2,G5030,S,2063756,4457,42.1920924,-70.9656039,G25002104223012,5989.418688,2068214.228,G25002104223012,Massachusetts,Norfolk County,"Block Group 2, Census Tract 4223.01, Norfolk County, Massachusetts",1819,58,250,377,40.5,1811,8,0,0,8,0,0,0,0,0,842,160,102,83,43,40,85,54,148,127,650,58,109,0,0,0,0,0,0,20,37,52,25,616,100385,1394,183,616,0,42.19555391,42.19555391,WEYMOUTH,,Weymouth,Weymouth
1076,25,21,422501,4,2.50214E+11,Block Group 4,G5030,S,361585,8223,42.2128472,-70.9209258,G25002104225014,2737.524231,369806.474,G25002104225014,Massachusetts,Norfolk County,"Block Group 4, Census Tract 4225.01, Norfolk County, Massachusetts",729,24,86,155,53.4,604,125,35,0,90,0,0,0,0,0,398,71,40,44,121,50,0,0,53,19,366,0,18,0,0,0,0,0,0,0,18,0,0,274,101111,652,125,274,11,42.21285038,42.21285038,WEYMOUTH,,Weymouth,Weymouth
1077,25,21,422700,1,2.50214E+11,Block Group 1,G5030,S,990526,5792,42.2406091,-70.9376636,G25002104227001,4778.320282,996317.6121,G25002104227001,Massachusetts,Norfolk County,"Block Group 1, Census Tract 4227, Norfolk County, Massachusetts",1566,39,150,302,44.8,1556,10,0,0,10,0,0,0,0,0,658,123,14,72,46,16,113,56,111,107,502,53,103,10,0,11,11,0,0,0,12,59,0,635,61394,1151,161,635,99,42.24016575,42.24016575,WEYMOUTH,,Weymouth,Weymouth
1078,25,21,456101,2,2.50215E+11,Block Group 2,G5030,S,4200120,34175,42.105178,-71.0756472,G25002104561012,11291.98678,4234292.842,G25002104561012,Massachusetts,Norfolk County,"Block Group 2, Census Tract 4561.01, Norfolk County, Massachusetts",2096,23,268,524,50.5,1706,396,379,0,0,0,5,6,0,6,961,142,63,16,144,61,95,42,34,364,799,57,83,0,0,0,0,10,0,0,0,73,22,620,107400,1525,215,620,39,42.11034127,42.11034127,STOUGHTON,,Stoughton,Stoughton
1079,25,17,310602,1,2.50173E+11,Block Group 1,G5030,S,714680,268819,42.6431081,-71.3444728,G25001703106021,5733.033132,983499.184,G25001703106021,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3106.02, Middlesex County, Massachusetts",1610,90,452,270,46.6,1135,481,102,14,324,0,29,6,6,0,837,149,202,184,68,17,41,0,77,99,689,103,15,0,0,0,0,0,0,0,0,15,0,676,44286,1251,146,676,29,42.64354963,42.64354963,LOWELL,,Lowell,Lowell
1080,25,17,311600,4,2.50173E+11,Block Group 4,G5030,S,932015,30097,42.6188846,-71.3223945,G25001703116004,5594.167241,962110.5504,G25001703116004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3116, Middlesex County, Massachusetts",982,105,231,20,28.9,343,639,133,47,263,0,196,0,0,0,368,34,11,85,121,0,39,0,56,22,302,56,10,0,0,0,0,0,0,0,0,10,0,362,58214,733,115,362,93,42.61572369,42.61572369,LOWELL,,Lowell,Lowell
1081,25,17,327103,2,2.50173E+11,Block Group 2,G5030,S,1654428,116844,42.6606701,-71.5893923,G25001703271032,8402.674577,1771273.151,G25001703271032,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3271.03, Middlesex County, Massachusetts",647,39,88,131,43.5,641,12,0,0,0,0,0,6,0,6,270,0,0,0,77,63,46,21,28,35,243,27,0,0,0,0,0,0,0,0,0,0,0,329,30083,496,83,329,29,42.66222766,42.66222766,PEPPERELL,,Pepperell,Pepperell
1082,25,17,327102,1,2.50173E+11,Block Group 1,G5030,S,2288629,58656,42.6613685,-71.5687168,G25001703271021,7079.354368,2347285.544,G25001703271021,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3271.02, Middlesex County, Massachusetts",922,85,196,125,31.9,903,28,10,0,0,0,0,9,0,9,490,52,27,30,99,49,61,65,76,31,414,54,0,0,0,0,0,0,0,0,0,0,14,320,77813,732,59,320,7,42.66216343,42.66216343,PEPPERELL,,Pepperell,Pepperell
1083,25,17,352102,1,2.50174E+11,Block Group 1,G5030,S,294314,157051,42.3665276,-71.0769921,G25001703521021,3745.25265,451363.9667,G25001703521021,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3521.02, Middlesex County, Massachusetts",1248,40,341,335,46.4,901,382,67,0,201,0,44,35,0,35,616,67,90,95,88,72,66,75,63,0,275,65,103,0,0,0,12,22,27,15,27,0,152,673,104464,1101,165,673,81,42.36675585,42.36675585,CAMBRIDGE,East Cambridge,East Cambridge,Cambridge
1084,25,17,352300,2,2.50174E+11,Block Group 2,G5030,S,288257,0,42.3654503,-71.0811837,G25001703523002,2511.075765,288256.0049,G25001703523002,Massachusetts,Middlesex County,"Block Group 2, Census Tract 3523, Middlesex County, Massachusetts",1466,38,793,106,30.9,958,607,66,0,343,0,0,99,7,92,834,135,121,160,151,64,97,74,25,7,132,16,251,0,20,64,52,57,40,18,0,0,422,750,104306,1271,25,750,286,42.36545031,42.36545031,CAMBRIDGE,East Cambridge,East Cambridge,Cambridge
1085,25,17,352300,1,2.50174E+11,Block Group 1,G5030,S,312647,0,42.3678073,-71.0855063,G25001703523001,2465.755816,312645.6828,G25001703523001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3523, Middlesex County, Massachusetts",1947,118,911,204,28.9,1232,861,121,0,398,0,50,146,42,104,1027,56,232,106,185,36,174,71,95,72,284,50,404,0,0,25,115,23,90,71,36,44,241,1022,54375,1714,99,1022,440,42.36780726,42.36780726,CAMBRIDGE,East Cambridge,East Cambridge,Cambridge
1086,25,17,368600,4,2.50174E+11,Block Group 4,G5030,S,539695,138121,42.3588878,-71.2436272,G25001703686004,4561.435722,677818.3543,G25001703686004,Massachusetts,Middlesex County,"Block Group 4, Census Tract 3686, Middlesex County, Massachusetts",1567,11,416,77,35.2,915,674,54,0,261,18,297,22,0,22,779,45,98,65,95,72,158,107,53,86,591,79,77,0,0,0,0,0,0,0,36,41,13,643,61103,1247,82,643,13,42.36161905,42.36161905,WALTHAM,,Waltham,Waltham
1087,25,17,368700,1,2.50174E+11,Block Group 1,G5030,S,186614,7993,42.3701768,-71.2315051,G25001703687001,2248.086747,194607.1723,G25001703687001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3687, Middlesex County, Massachusetts",1185,74,337,71,29.8,802,408,195,0,80,0,83,25,25,0,592,81,38,127,135,22,65,58,54,12,443,73,32,0,0,0,0,0,7,8,10,7,16,500,54038,934,103,500,68,42.3702187,42.3702187,WALTHAM,,Waltham,Waltham
1088,25,17,382602,1,2.50174E+11,Block Group 1,G5030,S,496366,0,42.2846777,-71.3968718,G25001703826021,3303.293479,496368.235,G25001703826021,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3826.02, Middlesex County, Massachusetts",491,17,33,101,40.3,459,51,0,10,0,0,3,19,19,0,238,0,37,14,16,25,30,58,34,24,186,38,12,0,0,0,0,0,0,12,0,0,2,208,76875,354,22,208,0,42.28467771,42.28467771,NATICK,,Natick,Natick
1089,25,17,373600,1,2.50174E+11,Block Group 1,G5030,S,1387510,92136,42.3253528,-71.174411,G25001703736001,7543.20841,1479648.308,G25001703736001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3736, Middlesex County, Massachusetts",2062,1378,225,69,19.7,1383,792,307,0,237,0,22,113,8,105,721,142,136,60,98,61,132,40,52,0,281,59,63,0,4,0,0,0,9,11,39,0,310,227,144408,459,11,227,0,42.32749895,42.32749895,NEWTON,,Newton,Newton
1090,25,17,373900,1,2.50174E+11,Block Group 1,G5030,S,994296,0,42.3136689,-71.1782232,G25001703739001,5856.969715,994296.0017,G25001703739001,Massachusetts,Middlesex County,"Block Group 1, Census Tract 3739, Middlesex County, Massachusetts",2605,98,156,891,49.3,2197,408,24,0,384,0,0,0,0,0,948,64,30,41,58,35,367,194,138,21,759,115,74,0,0,0,0,0,38,0,36,0,0,1158,122024,2022,337,1158,35,42.3136691,42.3136691,NEWTON,,Newton,Newton
